Council,Period,Benchmark,Measurement_Tools,Time_Period,Side,Policy_Sector,Issues,bmpType,BMP,Description,Goals,Immediate,Short Term Actions,Long Term Actions,Permittee_Category,Responsible_Parties,parties_typology,statefed_not,Funder,Plan,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,"Develop regional educational materials for adoption or further customization by local governments or utilities. Materials can cover the following topics depending on local needs:
 Water conservation/efficiency for municipal/ commercial/industrial/agricultural users
 Water conservation/efficiency for landscape professionals
 Water conservation/efficiency certification program for landscape professionals
 Stormwater management and non-point source pollution reduction
 Current water issues awareness
 OSSMS (septic systems) installation/maintenance  Protection of sensitive lands
 Energy use and its impacts on water resources
 Proper technique for residential well drilling and construction","1, 2, 3, 4, 5, 6, 7",,"Begin developing educational materials and public awareness programs tailored to Middle Ocmulgee Region's needs and issues
 Develop additional outreach and promotional materials for economic development, focusing on the abundant water resources of the region
 Local entities to customize materials as needed and implement educational and outreach programs","Conduct survey
to gauge effectiveness
 Revise programs as needed",Municipal NPDES Discharge and Water Withdrawals,epd,state government,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,industrial wastewater permittees,NA,,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,regional council,regional council,,,,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,industrial wastewater permittees,NA,,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,regional commissions,state government,,,,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,industrial wastewater permittees,NA,,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,dca,state government,,,,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,industrial wastewater permittees,NA,,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,accg,npo,,,,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,industrial wastewater permittees,NA,,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,gma,npo,,,,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,industrial wastewater permittees,NA,,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,grwa,utilities,,,,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,grwa,,"Coordinate with DCA,
Regional Commissions,
and other councils for the
establishment of regional
education programs
• Perform an inventory of
existing education
materials from American
Water Works Association
(AWWA), Georgia
Associations of Water
Professionals (GAWP),
and established water
districts (in state or out of
state)","Begin developing
educational materials
and public awareness
programs tailored to
Middle Ocmulgee
Region's needs and
issues
• Develop additional
outreach and
promotional materials
for economic
development,
focusing on the
abundant water
resources of the
region
• Local entities to
customize materials
as needed and
implement
educational and
outreach programs","Conduct survey
to gauge effectiveness
• Revise programs as
needed",,gawp,interest groups,,,,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,grwa,,"Coordinate with DCA,
Regional Commissions,
and other councils for the
establishment of regional
education programs
• Perform an inventory of
existing education
materials from American
Water Works Association
(AWWA), Georgia
Associations of Water
Professionals (GAWP),
and established water
districts (in state or out of
state)","Begin developing
educational materials
and public awareness
programs tailored to
Middle Ocmulgee
Region's needs and
issues
• Develop additional
outreach and
promotional materials
for economic
development,
focusing on the
abundant water
resources of the
region
• Local entities to
customize materials
as needed and
implement
educational and
outreach programs","Conduct survey
to gauge effectiveness
• Revise programs as
needed",,local governments,local government,,,,,,,,,,,,
MOC,1,,,,Demand,Municipal,"Improved public awareness of water issues, water efficiency, and water quality gaps",ED,ED1-Develop Regional Educational Program and Materials for Localized Implementation,grwa,,"Coordinate with DCA,
Regional Commissions,
and other councils for the
establishment of regional
education programs
• Perform an inventory of
existing education
materials from American
Water Works Association
(AWWA), Georgia
Associations of Water
Professionals (GAWP),
and established water
districts (in state or out of
state)","Begin developing
educational materials
and public awareness
programs tailored to
Middle Ocmulgee
Region's needs and
issues
• Develop additional
outreach and
promotional materials
for economic
development,
focusing on the
abundant water
resources of the
region
• Local entities to
customize materials
as needed and
implement
educational and
outreach programs","Conduct survey
to gauge effectiveness
• Revise programs as
needed",,environmental advocacy groups,interest groups,,,,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",dnr board,state government,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",epd,state government,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",municipal waster user permittees,local government,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",Industrial Water Withdrawal Permittees,users,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",local governments,local government,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",agricultural permittees,users,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",dca,state government,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",regional commission,state government,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",utilities,utilities,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
MOC,1,,,,Demand,Municipal,Overall demand reduction and management (municipal and industrial) in all areas of the region,WD,WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements,"Tier 1 water conservation practices include those required by SB370 (Water Stewardship Act of 2010) and those anticipated in upcoming state-rule making. Water providers will be required to:
 Conduct water loss audit and report results to EPD using International Water Association standards and practices
 Demonstrate progress toward Tier 1 water conservation goals and practices (non-farm water withdrawal permittees) in annual water conservation plan progress report
Local governments will be required to:
 Adopt ordinance restricting outdoor watering between the hours of 10am and 4pm (with some exemptions)
 Amend local building codes to require submetering for all newly constructed multi-unit residential, industrial and retail buildings
 Amend local building codes to require high efficiency plumbing fixtures (1.28 gal/flush) in all new construction
 Amend local building codes to require high-efficiency cooling towers in new industrial construction
EPD and existing agricultural withdrawal permittees will need to evaluate and comply with new requirement regarding classification of existing agricultural water permits by status (active, inactive, and unused permits)","1, 4, 7,","1) Complete DNR Board
Rule Making for new
conservation requirements
by June 2011
2) Public water systems to
begin preparing water
system audit and water
loss detection program
report results to EPD
Water loss audit:
>10,000 served by
1/1/2012
all others by 1/1/2013
3) Adopt outdoor watering
ordinance (restricted
between the hours of
10am and 4pm with
exemptions) by 1/1/2011
4) Amend local building
codes by 7/1/2010 to
require (a) submetering
for all newly constructed
multi-unit residential,
industrial and retail
buildings; (b) high
efficiency plumbing
fixtures (1.28 gpf) in all
new construction; and
(c) high-efficiency cooling
towers in new industrial
construction.
5) Agricultural permit
holders to comply with
new requirements
regarding classification of
existing agricultural water
permits by status (active,
inactive, and unused
permits) and timeframe
[not a specific date in the
bill - only timeframe based
on EPD notification of
permit classification]","1) Comply with existing and new rules by dates specified
2) As necessary and based on water audits and water loss detection program results, select areas that require improvements and implement loss reduction measures
3) Continue public education and awareness programs about outdoor watering restrictions","1) Conduct surveys (based on annual progress reports) to gauge effectiveness
2) Revise public education and awareness program, if necessary, to improve effectiveness","Municipal / Industrial Water Withdrawals
Agricultural Withdrawal (Initial Implementation Steps, Item 5 only)",dca,state government,NA,,https://waterplanning.georgia.gov/middle-ocmulgee-water-planning-region,,,,,,,,,
