"","sid","tid","token","lemma","xpos","Council","Period","BMP","term"
"1855",1,1,"Implement","implement","VB","SSA",2,"WC-3 Audits","short-term"
"1856",1,1,"Implement","implement","VB","SSA",2,"WC-4 Metering","short-term"
"1857",1,1,"Implement","implement","VB","SSA",2,"WC-5 Inspections","short-term"
"1858",1,1,"Implement","implement","VB","SSA",2,"WC-6 Minimize HighPressure Systems","short-term"
"1859",1,1,"Implement","implement","VB","SSA",2,"WC-7 Efficient Planting Methods","short-term"
"1860",1,1,"Implement","implement","VB","SSA",2,"WC-8 Conservation Tillage","short-term"
"1861",1,1,"Implement","implement","VB","SSA",2,"WC-9 Control Loss","short-term"
"1862",1,1,"Implement","implement","VB","SSA",2,"WC-10 End-Gun Shutoffs","short-term"
"1863",1,1,"Implement","implement","VB","SSA",2,"WC-11 Low Pressure Systems","short-term"
"1864",1,1,"Implement","implement","VB","SSA",2,"WC-12 Application Efficiency Technologies","short-term"
"1865",1,3,"collaborate","collaborate","VB","SSA",2,"ASWS-1 Consider Low Flow Conditions in Future Surface Water Permitting","short-term"
"1866",1,18,"develop","develop","VB","SSA",2,"ASWS-1 Consider Low Flow Conditions in Future Surface Water Permitting","short-term"
"1867",1,25,"streamline","streamline","VB","SSA",2,"ASWS-1 Consider Low Flow Conditions in Future Surface Water Permitting","short-term"
"1868",2,1,"Coordinate","coordinate","VB","SSA",2,"ASWS-1 Consider Low Flow Conditions in Future Surface Water Permitting","short-term"
"1869",1,1,"Examine","examine","VB","SSA",2,"ASWS-2 Incentives for Dry-Year Releases from Ponds","short-term"
"1870",1,4,"modify","modify","VB","SSA",2,"ASWS-2 Incentives for Dry-Year Releases from Ponds","short-term"
"1871",1,11,"obtain","obtain","VB","SSA",2,"ASWS-2 Incentives for Dry-Year Releases from Ponds","short-term"
"1872",1,1,"Identify","identify","VB","SSA",2,"ASWS-3 Substitute Future Surface Water Use with Groundwater in Gap Areas","short-term"
"1873",1,11,"based","base","VBN","SSA",2,"ASWS-3 Substitute Future Surface Water Use with Groundwater in Gap Areas","short-term"
"1874",1,18,"address","address","VB","SSA",2,"ASWS-3 Substitute Future Surface Water Use with Groundwater in Gap Areas","short-term"
"1875",2,1,"Replace","replace","VB","SSA",2,"ASWS-3 Substitute Future Surface Water Use with Groundwater in Gap Areas","short-term"
"1876",1,1,"Replace","replace","VB","SSA",2,"ASWS-4 Substitute Existing Agricultural Surface Water Use with Groundwater in Dry Years","short-term"
"1877",1,10,"Confirm","confirm","VB","SSA",2,"ASWS-4 Substitute Existing Agricultural Surface Water Use with Groundwater in Dry Years","short-term"
"1878",1,16,"does","do","VBZ","SSA",2,"ASWS-4 Substitute Existing Agricultural Surface Water Use with Groundwater in Dry Years","short-term"
"1879",1,1,"Examine","examine","VB","SSA",2,"ASWS-5 Opportunities and Incentives for Dry-Year Releases from Ponds","short-term"
"1880",1,4,"modify","modify","VB","SSA",2,"ASWS-5 Opportunities and Incentives for Dry-Year Releases from Ponds","short-term"
"1881",1,11,"obtain","obtain","VB","SSA",2,"ASWS-5 Opportunities and Incentives for Dry-Year Releases from Ponds","short-term"
"1882",1,1,"Identify","identify","VB","SSA",2,"ASWS-6 Consider Phased Seasonal Agricultural Permit Conditions","short-term"
"1883",1,11,"based","base","VBN","SSA",2,"ASWS-6 Consider Phased Seasonal Agricultural Permit Conditions","short-term"
"1884",1,18,"address","address","VB","SSA",2,"ASWS-6 Consider Phased Seasonal Agricultural Permit Conditions","short-term"
"1885",1,1,"Determine","determine","VB","SSA",2,"ASWS-7 Ecological Restoration Incentive Program","short-term"
"1886",1,6,"restoring","restore","VBG","SSA",2,"ASWS-7 Ecological Restoration Incentive Program","short-term"
"1887",1,11,"improving","improve","VBG","SSA",2,"ASWS-7 Ecological Restoration Incentive Program","short-term"
"1888",1,1,"Determine","determine","VB","SSA",2,"ASWS-8 Land Management Incentives","short-term"
"1889",1,6,"implementing","implement","VBG","SSA",2,"ASWS-8 Land Management Incentives","short-term"
"1890",1,1,"Based","base","VBN","SSA",2,"ASWS-10 Multi-Region Reservoir","short-term"
"1891",1,8,"consider","consider","VB","SSA",2,"ASWS-10 Multi-Region Reservoir","short-term"
"1892",1,1,"Based","base","VBN","SSA",2,"ASWS-11 Inter-Basin Transfers","short-term"
"1893",1,8,"consider","consider","VB","SSA",2,"ASWS-11 Inter-Basin Transfers","short-term"
"1894",1,1,"Collect","collect","VB","SSA",2,"PSDO-1
Collect Water
Quality Data ","short-term"
"1895",1,4,"confirm","confirm","VB","SSA",2,"PSDO-1
Collect Water
Quality Data ","short-term"
"1896",1,7,"receiving","receive","VBG","SSA",2,"PSDO-1
Collect Water
Quality Data ","short-term"
"1897",1,1,"Identify","identify","VB","SSA",2,"PSDO-2 Point Source Discharge Relocation","short-term"
"1898",1,4,"move","move","VB","SSA",2,"PSDO-2 Point Source Discharge Relocation","short-term"
"1899",1,3,"improve","improve","VB","SSA",2,"PSDO-3 Improve Treatment Facilities","short-term"
"1900",1,6,"identified","identify","VBN","SSA",2,"PSDO-3 Improve Treatment Facilities","short-term"
"1901",1,1,"Expand","expand","VB","SSA",2,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"1902",1,3,"construct","construct","VB","SSA",2,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"1903",1,7,"obtain","obtain","VBP","SSA",2,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"1904",1,13,"meet","meet","VB","SSA",2,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"1905",1,14,"forecasted","forecast","VBN","SSA",2,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"1906",1,1,"Expand","expand","VB","SSA",2,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"1907",1,3,"construct","construct","VB","SSA",2,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"1908",1,7,"obtain","obtain","VBP","SSA",2,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"1909",1,13,"meet","meet","VB","SSA",2,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"1910",1,14,"forecasted","forecast","VBN","SSA",2,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"1911",1,1,"Evaluate","evaluate","VB","SSA",2,"MGWPC-1 Increase Municipal Groundwater Permit Capacity","short-term"
"1912",1,9,"needed","need","VBN","SSA",2,"MGWPC-1 Increase Municipal Groundwater Permit Capacity","short-term"
"1913",1,11,"work","work","VB","SSA",2,"MGWPC-1 Increase Municipal Groundwater Permit Capacity","short-term"
"1914",1,15,"obtain","obtain","VB","SSA",2,"MGWPC-1 Increase Municipal Groundwater Permit Capacity","short-term"
"1915",1,1,"Evaluate","evaluate","VB","SSA",2,"IGWPC-1 Increase Industrial Groundwater Permit Capacity","short-term"
"1916",1,9,"needed","need","VBN","SSA",2,"IGWPC-1 Increase Industrial Groundwater Permit Capacity","short-term"
"1917",1,11,"work","work","VB","SSA",2,"IGWPC-1 Increase Industrial Groundwater Permit Capacity","short-term"
"1918",1,15,"obtain","obtain","VB","SSA",2,"IGWPC-1 Increase Industrial Groundwater Permit Capacity","short-term"
"1919",1,1,"Provide","provide","VB","SSA",2,"GW-1 Sustainable Groundwater Development","short-term"
"1920",1,4,"implement","implement","VB","SSA",2,"GW-1 Sustainable Groundwater Development","short-term"
"1921",1,1,"Encourage","encourage","VB","SSA",2,"GW-2 Promote AquiferFriendly Land Uses","short-term"
"1922",1,6,"sustain","sustain","VBP","SSA",2,"GW-2 Promote AquiferFriendly Land Uses","short-term"
"1923",1,8,"protect","protect","VB","SSA",2,"GW-2 Promote AquiferFriendly Land Uses","short-term"
"1924",1,1,"Provide","provide","VB","SSA",2,"GW-3 Research Groundwater Sustainability","short-term"
"1925",1,4,"implement","implement","VB","SSA",2,"GW-3 Research Groundwater Sustainability","short-term"
"1926",1,1,"Provide","provide","VB","SSA",2,"GW-4 Inter-State Resource Planning","short-term"
"1927",1,4,"implement","implement","VB","SSA",2,"GW-4 Inter-State Resource Planning","short-term"
"1928",1,1,"Continue","continue","VB","SSA",2,"SW-1 Surface Water Use Within Available Capacity","short-term"
"1929",1,3,"apply","apply","VB","SSA",2,"SW-1 Surface Water Use Within Available Capacity","short-term"
"1930",1,5,"sustain","sustain","VBP","SSA",2,"SW-2 Monitor and Evaluate Estuaries","short-term"
"1931",1,6,"develop","develop","VB","SSA",2,"NPS-1 Study Human Impacts on Water Quality","short-term"
"1932",1,9,"address","address","VB","SSA",2,"NPS-1 Study Human Impacts on Water Quality","short-term"
"1933",1,6,"develop","develop","VB","SSA",2,"NPS-2 Monitor and Address NPS Nutrient Loading","short-term"
"1934",1,9,"address","address","VB","SSA",2,"NPS-2 Monitor and Address NPS Nutrient Loading","short-term"
"1935",1,1,"Implement","implement","VB","SSA",2,"NPSU-1 Control Erosion","short-term"
"1936",1,7,"related","relate","VBN","SSA",2,"NPSU-1 Control Erosion","short-term"
"1937",1,1,"Implement","implement","VB","SSA",2,"NPSU-2 Manage Stormwater Runoff ","short-term"
"1938",1,7,"related","relate","VBN","SSA",2,"NPSU-2 Manage Stormwater Runoff ","short-term"
"1939",1,1,"Implement","implement","VB","SSA",2,"NPSU-3 Increase Stormwater Infiltration","short-term"
"1940",1,7,"related","relate","VBN","SSA",2,"NPSU-3 Increase Stormwater Infiltration","short-term"
"1941",1,1,"Implement","implement","VB","SSA",2,"NPSU-4 Riparian Buffers","short-term"
"1942",1,7,"related","relate","VBN","SSA",2,"NPSU-4 Riparian Buffers","short-term"
"1943",1,1,"Implement","implement","VB","SSA",2,"NPSU-5 Street Sweeping","short-term"
"1944",1,7,"related","relate","VBN","SSA",2,"NPSU-5 Street Sweeping","short-term"
"1945",1,1,"Implement","implement","VB","SSA",2,"NPSR-1 Advocate Implementing Road Runoff BMPs","short-term"
"1946",1,7,"related","relate","VBN","SSA",2,"NPSR-1 Advocate Implementing Road Runoff BMPs","short-term"
"1947",1,1,"Implement","implement","VB","SSA",2,"NPSF-1 Support Forestry Commission Water Quality Program","short-term"
"1948",1,8,"related","relate","VBN","SSA",2,"NPSF-1 Support Forestry Commission Water Quality Program","short-term"
"1949",1,1,"Implement","implement","VB","SSA",2,"NPSF-2 Improve BMP Compliance","short-term"
"1950",1,8,"related","relate","VBN","SSA",2,"NPSF-2 Improve BMP Compliance","short-term"
"1951",1,1,"Implement","implement","VB","SSA",2,"NPSF-3 Conservation Land Use Planning","short-term"
"1952",1,8,"related","relate","VBN","SSA",2,"NPSF-3 Conservation Land Use Planning","short-term"
"1953",1,1,"Implement","implement","VB","SSA",2,"NPSF-4 Forest Restoration Incentives and Support","short-term"
"1954",1,8,"related","relate","VBN","SSA",2,"NPSF-4 Forest Restoration Incentives and Support","short-term"
"1955",1,1,"Implement","implement","VB","SSA",2,"NPSA-1 Soil Erosion Reduction Measures","short-term"
"1956",1,9,"related","relate","VBN","SSA",2,"NPSA-1 Soil Erosion Reduction Measures","short-term"
"1957",1,1,"Implement","implement","VB","SSA",2,"NPSA-2 Utilize Buffers","short-term"
"1958",1,9,"related","relate","VBN","SSA",2,"NPSA-2 Utilize Buffers","short-term"
"1959",1,1,"Implement","implement","VB","SSA",2,"NPSA-3 Livestock Management","short-term"
"1960",1,9,"related","relate","VBN","SSA",2,"NPSA-3 Livestock Management","short-term"
"1961",1,1,"Implement","implement","VB","SSA",2,"NPSA-4 Manure Control ","short-term"
"1962",1,9,"related","relate","VBN","SSA",2,"NPSA-4 Manure Control ","short-term"
"1963",1,1,"Implement","implement","VB","SSA",2,"NPSA-5 Wetland and Forest Restoration Incentives","short-term"
"1964",1,9,"related","relate","VBN","SSA",2,"NPSA-5 Wetland and Forest Restoration Incentives","short-term"
"1965",1,3,"listed","list","VBN","SSA",2,"TMDL-1 Evaluate Impairment Sources","short-term"
"1966",2,1,"Refine","refine","VB","SSA",2,"TMDL-1 Evaluate Impairment Sources","short-term"
"1967",1,3,"listed","list","VBN","SSA",2,"TMDL-2
Analyze
Impaired
Segments
and Sources ","short-term"
"1968",2,1,"Refine","refine","VB","SSA",2,"TMDL-2
Analyze
Impaired
Segments
and Sources ","short-term"
"1969",1,3,"listed","list","VBN","SSA",2,"TMDL-3 Stormwater Management BMPs","short-term"
"1970",2,1,"Refine","refine","VB","SSA",2,"TMDL-3 Stormwater Management BMPs","short-term"
"1971",1,1,"Continue","continue","VB","SSA",2,"NUT-1 Link Nutrient Loading with Current Land Use ","short-term"
"1972",1,2,"collecting","collect","VBG","SSA",2,"NUT-1 Link Nutrient Loading with Current Land Use ","short-term"
"1973",1,5,"monitor","monitor","VB","SSA",2,"NUT-1 Link Nutrient Loading with Current Land Use ","short-term"
"1974",1,9,"support","support","VBP","SSA",2,"NUT-1 Link Nutrient Loading with Current Land Use ","short-term"
"1975",1,4,"develop","develop","VB","SSA",2,"OCP-1 Engage Local Governments","short-term"
"1976",2,1,"Conduct","conduct","VB","SSA",2,"OCP-1 Engage Local Governments","short-term"
"1977",1,4,"develop","develop","VB","SSA",2,"OCP-2 Green Space Opportunities and Incentives","short-term"
"1978",2,1,"Conduct","conduct","VB","SSA",2,"OCP-2 Green Space Opportunities and Incentives","short-term"
"1979",1,4,"develop","develop","VB","SSA",2,"OCP-3 Promote Integrated Planning","short-term"
"1980",2,1,"Conduct","conduct","VB","SSA",2,"OCP-3 Promote Integrated Planning","short-term"
"1981",1,4,"develop","develop","VB","SSA",2,"OCP-4 Local Government Erosion Control Measures","short-term"
"1982",2,1,"Conduct","conduct","VB","SSA",2,"OCP-4 Local Government Erosion Control Measures","short-term"
"1983",1,8,"include","include","VB","SUO",2,"WD2 – Evaluate/ Encourage Tier 2 (NonFarm) Water Conservation Practices","short-term"
"1984",1,1,"Evaluate","evaluate","VB","SUO",2,"WD3 – Evaluate/ Encourage Tier 3 and Tier 4 Agricultural Water Conservation Practices","short-term"
"1985",1,3,"identify","identify","VB","SUO",2,"WD3 – Evaluate/ Encourage Tier 3 and Tier 4 Agricultural Water Conservation Practices","short-term"
"1986",1,4,"preferred","prefer","VBN","SUO",2,"WD3 – Evaluate/ Encourage Tier 3 and Tier 4 Agricultural Water Conservation Practices","short-term"
"1987",1,7,"based","base","VBN","SUO",2,"WD3 – Evaluate/ Encourage Tier 3 and Tier 4 Agricultural Water Conservation Practices","short-term"
"1988",2,3,"Evaluate","evaluate","VB","SUO",2,"WD3 – Evaluate/ Encourage Tier 3 and Tier 4 Agricultural Water Conservation Practices","short-term"
"1989",2,37,"Work","work","VB","SUO",2,"WD3 – Evaluate/ Encourage Tier 3 and Tier 4 Agricultural Water Conservation Practices","short-term"
"1990",1,15,"Install","install","VB","SUO",2,"WD4 – Monitor Agricultural Use","short-term"
"1991",1,21,"do","do","VBP","SUO",2,"WD4 – Monitor Agricultural Use","short-term"
"1992",1,23,"have","have","VB","SUO",2,"WD4 – Monitor Agricultural Use","short-term"
"1993",1,24,"metering","meter","VBG","SUO",2,"WD4 – Monitor Agricultural Use","short-term"
"1994",2,3,"Develop","develop","VB","SUO",2,"WD4 – Monitor Agricultural Use","short-term"
"1995",4,2,"Develop","develop","VB","SUO",2,"WD4 – Monitor Agricultural Use","short-term"
"1996",1,15,"identify","identify","VB","SUO",2,"WS1- Evaluate/Update Local Water Master Plans","short-term"
"1997",3,7,"identify","identify","VB","SUO",2,"WS1- Evaluate/Update Local Water Master Plans","short-term"
"1998",3,9,"prioritize","prioritize","VB","SUO",2,"WS1- Evaluate/Update Local Water Master Plans","short-term"
"1999",3,12,"including","include","VBG","SUO",2,"WS1- Evaluate/Update Local Water Master Plans","short-term"
"2000",3,22,"address","address","VB","SUO",2,"WS1- Evaluate/Update Local Water Master Plans","short-term"
"2001",1,1,"Secure","secure","VB","SUO",2,"WS2 – Monitor Streamflow to Confirm the Frequency and Magnitude of the Predicted Gap","short-term"
"2002",4,16,"Install","install","VB","SUO",2,"WS2 – Monitor Streamflow to Confirm the Frequency and Magnitude of the Predicted Gap","short-term"
"2003",4,22,"begin","begin","VB","SUO",2,"WS2 – Monitor Streamflow to Confirm the Frequency and Magnitude of the Predicted Gap","short-term"
"2004",4,30,"compare","compare","VB","SUO",2,"WS2 – Monitor Streamflow to Confirm the Frequency and Magnitude of the Predicted Gap","short-term"
"2005",1,1,"Secure","secure","VB","SUO",2,"WS3 – Conduct Instream Flow Studies","short-term"
"2006",1,22,"conduct","conduct","VB","SUO",2,"WS3 – Conduct Instream Flow Studies","short-term"
"2007",1,27,"suggest","suggest","VBP","SUO",2,"WS3 – Conduct Instream Flow Studies","short-term"
"2008",2,3,"Begin","begin","VB","SUO",2,"WS3 – Conduct Instream Flow Studies","short-term"
"2009",2,5,"complete","complete","VB","SUO",2,"WS3 – Conduct Instream Flow Studies","short-term"
"2010",1,5,"includes","include","VBZ","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2011",1,6,"identifying","identify","VBG","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2012",2,3,"Identify","identify","VB","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2013",2,13,"develop","develop","VB","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2014",2,18,"reduce","reduce","VB","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2015",4,2,"Begin","begin","VB","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2016",4,3,"permitting","permit","VBG","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2017",4,11,"Construct","construct","VB","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2018",4,15,"needed","need","VBN","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2019",4,19,"allows","allow","VBZ","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2020",4,23,"Develop","develop","VB","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2021",4,27,"explain","explain","VB","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2022",4,31,"increase","increase","VB","SUO",2,"WS4 - Increase Groundwater Supplies","short-term"
"2023",1,1,"Identify","identify","VB","SUO",2,"WS5 – Decrease Surface
Water Use during Low
Flow Periods","short-term"
"2024",1,18,"help","help","VB","SUO",2,"WS5 – Decrease Surface
Water Use during Low
Flow Periods","short-term"
"2025",1,19,"develop","develop","VB","SUO",2,"WS5 – Decrease Surface
Water Use during Low
Flow Periods","short-term"
"2026",2,12,"protect","protect","VB","SUO",2,"WS5 – Decrease Surface
Water Use during Low
Flow Periods","short-term"
"2027",3,3,"Develop","develop","VB","SUO",2,"WS5 – Decrease Surface
Water Use during Low
Flow Periods","short-term"
"2028",3,8,"implement","implement","VB","SUO",2,"WS5 – Decrease Surface
Water Use during Low
Flow Periods","short-term"
"2029",1,16,"identify","identify","VB","SUO",2,"WQ1 - Evaluate/ Update Local Wastewater Master Plans","short-term"
"2030",1,22,"evaluate","evaluate","VB","SUO",2,"WQ1 - Evaluate/ Update Local Wastewater Master Plans","short-term"
"2031",3,8,"identify","identify","VB","SUO",2,"WQ1 - Evaluate/ Update Local Wastewater Master Plans","short-term"
"2032",3,10,"prioritize","prioritize","VB","SUO",2,"WQ1 - Evaluate/ Update Local Wastewater Master Plans","short-term"
"2033",3,13,"including","include","VBG","SUO",2,"WQ1 - Evaluate/ Update Local Wastewater Master Plans","short-term"
"2034",3,24,"address","address","VB","SUO",2,"WQ1 - Evaluate/ Update Local Wastewater Master Plans","short-term"
"2035",1,1,"Based","base","VBN","SUO",2,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"2036",1,12,"evaluate","evaluate","VB","SUO",2,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"2037",3,2,"Request","request","VB","SUO",2,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"2038",3,11,"selected","select","VBN","SUO",2,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"2039",4,3,"Apply","apply","VB","SUO",2,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"2040",4,5,"revised","revise","VBN","SUO",2,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"2041",4,7,"based","base","VBN","SUO",2,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"2042",4,9,"selected","select","VBN","SUO",2,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"2043",4,14,"Begin","begin","VB","SUO",2,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"2044",1,1,"Based","base","VBN","SUO",2,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"2045",1,12,"evaluate","evaluate","VB","SUO",2,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"2046",3,2,"Request","request","VB","SUO",2,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"2047",3,11,"selected","select","VBN","SUO",2,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"2048",4,3,"Apply","apply","VB","SUO",2,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"2049",4,5,"revised","revise","VBN","SUO",2,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"2050",4,7,"based","base","VBN","SUO",2,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"2051",4,9,"selected","select","VBN","SUO",2,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"2052",4,14,"Begin","begin","VB","SUO",2,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"2053",1,4,"identified","identify","VBN","SUO",2,"WQ4 – Support Forestry Commission Water Quality Program","short-term"
"2054",1,1,"Coordinate","coordinate","VB","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2055",1,11,"establish","establish","VB","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2056",1,13,"implement","implement","VB","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2057",2,6,"existing","exist","VBG","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2058",2,15,"established","establish","VBN","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2059",3,2,"Develop","develop","VB","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2060",3,10,"tailored","tailor","VBN","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2061",3,20,"Develop","develop","VB","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2062",3,31,"focusing","focus","VBG","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2063",3,46,"customize","customize","VB","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2064",3,49,"needed","need","VBN","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2065",3,51,"implement","implement","VB","SUO",2,"ED1 - Develop Regional or Customize State or Other Available Educational Program and Materials for Localized Implementation","short-term"
"2066",1,1,"Coordinate","coordinate","VB","SUO",2,"ED2 - Promote Coordinated Environmental Planning","short-term"
"2067",1,4,"regarding","regard","VBG","SUO",2,"ED2 - Promote Coordinated Environmental Planning","short-term"
"2068",1,29,"facilitate","facilitate","VB","SUO",2,"ED2 - Promote Coordinated Environmental Planning","short-term"
"2069",1,1,"Seek","seek","VB","UFL",2,"DM1: Continue to improve the agricultural water withdrawal metering program","short-term"
"2070",2,1,"Continue","continue","VB","UFL",2,"DM1: Continue to improve the agricultural water withdrawal metering program","short-term"
"2071",2,3,"improve","improve","VB","UFL",2,"DM1: Continue to improve the agricultural water withdrawal metering program","short-term"
"2072",1,1,"Continue","continue","VB","UFL",2,"DM2: Implement nonfarm water conservation practices in the Upper Flint Water Planning Region","short-term"
"2073",1,13,"going","go","VBG","UFL",2,"DM2: Implement nonfarm water conservation practices in the Upper Flint Water Planning Region","short-term"
"2074",2,1,"Implement","implement","VB","UFL",2,"DM2: Implement nonfarm water conservation practices in the Upper Flint Water Planning Region","short-term"
"2075",2,8,"going","go","VBG","UFL",2,"DM2: Implement nonfarm water conservation practices in the Upper Flint Water Planning Region","short-term"
"2076",1,1,"Create","create","VB","UFL",2,"DM3: Encourage all water providers to implement education and outreach programs","short-term"
"2077",1,3,"deliver","deliver","VB","UFL",2,"DM3: Encourage all water providers to implement education and outreach programs","short-term"
"2078",1,8,"support","support","VB","UFL",2,"DM3: Encourage all water providers to implement education and outreach programs","short-term"
"2079",1,15,"going","go","VBG","UFL",2,"DM3: Encourage all water providers to implement education and outreach programs","short-term"
"2080",1,1,"Continue","continue","VB","UFL",2,"DM4: Implement agricultural water conservation practices in the Upper Flint Water Planning Region","short-term"
"2081",1,13,"going","go","VBG","UFL",2,"DM4: Implement agricultural water conservation practices in the Upper Flint Water Planning Region","short-term"
"2082",2,1,"Continue","continue","VB","UFL",2,"DM4: Implement agricultural water conservation practices in the Upper Flint Water Planning Region","short-term"
"2083",2,4,"existing","exist","VBG","UFL",2,"DM4: Implement agricultural water conservation practices in the Upper Flint Water Planning Region","short-term"
"2084",2,8,"evaluate","evaluate","VB","UFL",2,"DM4: Implement agricultural water conservation practices in the Upper Flint Water Planning Region","short-term"
"2085",2,17,"going","go","VBG","UFL",2,"DM4: Implement agricultural water conservation practices in the Upper Flint Water Planning Region","short-term"
"2086",3,3,"set","set","VBN","UFL",2,"DM4: Implement agricultural water conservation practices in the Upper Flint Water Planning Region","short-term"
"2087",4,2,"see","see","VB","UFL",2,"DM4: Implement agricultural water conservation practices in the Upper Flint Water Planning Region","short-term"
"2088",1,1,"Continue","continue","VB","UFL",2,"DM5: Implement voluntary agricultural water conservation practices in the Upper Flint Water Planning Region with the support of incentive programs","short-term"
"2089",1,13,"going","go","VBG","UFL",2,"DM5: Implement voluntary agricultural water conservation practices in the Upper Flint Water Planning Region with the support of incentive programs","short-term"
"2090",2,1,"Continue","continue","VB","UFL",2,"DM5: Implement voluntary agricultural water conservation practices in the Upper Flint Water Planning Region with the support of incentive programs","short-term"
"2091",2,4,"existing","exist","VBG","UFL",2,"DM5: Implement voluntary agricultural water conservation practices in the Upper Flint Water Planning Region with the support of incentive programs","short-term"
"2092",2,8,"evaluate","evaluate","VB","UFL",2,"DM5: Implement voluntary agricultural water conservation practices in the Upper Flint Water Planning Region with the support of incentive programs","short-term"
"2093",2,17,"going","go","VBG","UFL",2,"DM5: Implement voluntary agricultural water conservation practices in the Upper Flint Water Planning Region with the support of incentive programs","short-term"
"2094",3,3,"set","set","VBN","UFL",2,"DM5: Implement voluntary agricultural water conservation practices in the Upper Flint Water Planning Region with the support of incentive programs","short-term"
"2095",4,2,"see","see","VB","UFL",2,"DM5: Implement voluntary agricultural water conservation practices in the Upper Flint Water Planning Region with the support of incentive programs","short-term"
"2096",1,1,"Continue","continue","VB","UFL",2,"DM6: Manage agricultural water withdrawal permits in the Flint River Basin according to state regulations based on the 2006 Flint River Basin Water Development and Conservation Plan and other applicable state regulations and policy","short-term"
"2097",1,1,"Identify","identify","VB","UFL",2,"SF1: Evaluate storage options in the Upper Flint Water Planning Region that can provide for supply and flow augmentation in dry periods","short-term"
"2098",1,6,"establish","establish","VB","UFL",2,"SF1: Evaluate storage options in the Upper Flint Water Planning Region that can provide for supply and flow augmentation in dry periods","short-term"
"2099",1,20,"pending","pende","VBG","UFL",2,"SF1: Evaluate storage options in the Upper Flint Water Planning Region that can provide for supply and flow augmentation in dry periods","short-term"
